Index;sexe;Age;Enfant_conduite_accompagne_logique;nombre_enfants_logique;Revenus_intervale;usage_vehicule;type_vehicule;Est_rouge_logique;points_perdus;age_vehicule;type_conduite;date_demande;formule;Tarif_devis_intervale
791;F;82;FAUX;VRAI;<25k;Private;z_SUV;FAUX;4;1.0;Highly Urban/ Urban;12/03/2022;dev_integral;301-400
792;M;64;FAUX;FAUX;50k-75k;Commercial;Pickup;FAUX;1;17.0;Highly Urban/ Urban;14/03/2022;dev_integral;201-300
793;M;85;FAUX;VRAI;25k-50k;Commercial;Van;VRAI;0;13.0;Highly Urban/ Urban;09/01/2022;dev_integral;301-400
794;M;55;FAUX;FAUX;;Commercial;z_SUV;FAUX;1;7.0;Highly Urban/ Urban;27/02/2022;dev_express;201-300
795;F;69;VRAI;VRAI;<25k;Private;z_SUV;FAUX;0;10.0;Highly Urban/ Urban;02/02/2022;dev_premium;401-500
796;M;69;FAUX;FAUX;75k-100k;Commercial;Sports Car;FAUX;0;1.0;Highly Urban/ Urban;06/03/2022;dev_express;201-300
797;M;57;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;12.0;Highly Urban/ Urban;06/01/2022;dev_express;201-300
798;F;36;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;9.0;Highly Urban/ Urban;03/04/2022;dev_integral;301-400
799;F;60;FAUX;VRAI;>125k;Private;Minivan;FAUX;0;10.0;Highly Urban/ Urban;30/04/2022;dev_integral;201-300
800;M;84;FAUX;FAUX;75k-100k;Private;Pickup;FAUX;0;13.0;Highly Urban/ Urban;19/03/2022;dev_integral;301-400
801;F;87;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;0;9.0;z_Highly Rural/ Rural;24/01/2022;dev_express;201-300
802;F;60;FAUX;VRAI;<25k;Private;Minivan;VRAI;0;1.0;Highly Urban/ Urban;23/02/2022;dev_integral;301-400
803;M;62;FAUX;VRAI;<25k;Commercial;Sports Car;FAUX;7;8.0;Highly Urban/ Urban;17/05/2022;dev_integral;201-300
804;F;26;FAUX;FAUX;;Private;Van;FAUX;4;1.0;Highly Urban/ Urban;06/03/2022;dev_express;201-300
805;F;12;FAUX;FAUX;<25k;Private;Pickup;FAUX;1;1.0;Highly Urban/ Urban;13/03/2022;dev_integral;301-400
806;M;4;FAUX;VRAI;;Commercial;z_SUV;FAUX;0;10.0;Highly Urban/ Urban;10/02/2022;dev_premium;401-500
807;F;66;FAUX;FAUX;;Private;z_SUV;FAUX;0;16.0;Highly Urban/ Urban;16/01/2022;dev_integral;301-400
808;M;54;FAUX;FAUX;25k-50k;Commercial;Panel Truck;VRAI;6;11.0;Highly Urban/ Urban;19/05/2022;dev_express;201-300
809;M;73;FAUX;VRAI;>125k;Private;z_SUV;FAUX;2;18.0;Highly Urban/ Urban;18/04/2022;dev_express;201-300
810;M;64;FAUX;VRAI;<25k;Commercial;z_SUV;FAUX;2;5.0;z_Highly Rural/ Rural;13/01/2022;dev_integral;301-400
811;M;50;FAUX;FAUX;50k-75k;Commercial;Panel Truck;VRAI;0;1.0;Highly Urban/ Urban;28/05/2022;dev_integral;301-400
812;F;46;FAUX;FAUX;50k-75k;Commercial;Panel Truck;VRAI;0;15.0;Highly Urban/ Urban;28/03/2022;dev_express;201-300
813;F;80;FAUX;VRAI;25k-50k;Private;Minivan;FAUX;1;3.0;Highly Urban/ Urban;15/03/2022;dev_integral;301-400
814;M;60;FAUX;VRAI;<25k;Private;Pickup;VRAI;0;7.0;Highly Urban/ Urban;10/03/2022;dev_integral;301-400
815;M;73;FAUX;VRAI;50k-75k;Private;z_SUV;FAUX;4;5.0;z_Highly Rural/ Rural;20/01/2022;dev_express;201-300
816;F;59;FAUX;FAUX;50k-75k;Private;Minivan;VRAI;0;22.0;Highly Urban/ Urban;09/04/2022;dev_integral;301-400
817;M;29;FAUX;FAUX;75k-100k;Commercial;Pickup;FAUX;1;21.0;Highly Urban/ Urban;05/03/2022;dev_premium;401-500
818;M;12;VRAI;VRAI;75k-100k;Commercial;Van;VRAI;0;14.0;Highly Urban/ Urban;09/04/2022;dev_premium;401-500
819;F;58;VRAI;VRAI;25k-50k;Private;Pickup;FAUX;5;1.0;Highly Urban/ Urban;16/02/2022;dev_integral;201-300
820;M;76;FAUX;VRAI;<25k;Commercial;Minivan;VRAI;6;10.0;Highly Urban/ Urban;06/04/2022;dev_integral;301-400
821;F;66;FAUX;FAUX;75k-100k;Private;Van;FAUX;4;11.0;Highly Urban/ Urban;23/03/2022;dev_express;201-300
822;F;73;FAUX;VRAI;25k-50k;Private;z_SUV;FAUX;3;1.0;Highly Urban/ Urban;25/01/2022;dev_express;201-300
823;F;23;FAUX;VRAI;<25k;Commercial;z_SUV;FAUX;1;7.0;Highly Urban/ Urban;21/01/2022;dev_express;201-300
824;M;68;FAUX;VRAI;>125k;Private;Minivan;FAUX;8;15.0;Highly Urban/ Urban;27/01/2022;dev_integral;301-400
825;M;76;FAUX;VRAI;<25k;Commercial;z_SUV;FAUX;9;1.0;Highly Urban/ Urban;22/04/2022;dev_integral;301-400
826;M;67;FAUX;FAUX;100k-125k;Private;z_SUV;FAUX;0;17.0;Highly Urban/ Urban;13/03/2022;dev_express;201-300
827;F;60;FAUX;FAUX;>125k;Commercial;Van;FAUX;4;8.0;Highly Urban/ Urban;15/01/2022;dev_premium;301-400
828;F;1;FAUX;FAUX;;Private;Minivan;FAUX;3;15.0;Highly Urban/ Urban;24/02/2022;dev_express;201-300
829;F;57;FAUX;FAUX;75k-100k;Private;Minivan;FAUX;0;1.0;Highly Urban/ Urban;27/03/2022;dev_integral;301-400
830;M;61;FAUX;FAUX;25k-50k;Commercial;Van;VRAI;0;10.0;Highly Urban/ Urban;02/04/2022;dev_express;201-300
831;F;22;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;1;1.0;Highly Urban/ Urban;18/02/2022;dev_integral;201-300
832;M;78;VRAI;VRAI;50k-75k;Private;z_SUV;FAUX;2;7.0;Highly Urban/ Urban;17/04/2022;dev_integral;201-300
833;F;40;FAUX;FAUX;25k-50k;Commercial;Pickup;FAUX;3;;z_Highly Rural/ Rural;20/05/2022;dev_express;201-300
834;F;14;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;29/01/2022;dev_integral;301-400
835;M;42;FAUX;FAUX;;Private;z_SUV;FAUX;3;7.0;Highly Urban/ Urban;01/05/2022;dev_express;201-300
836;M;16;FAUX;FAUX;<25k;Private;z_SUV;FAUX;4;1.0;Highly Urban/ Urban;02/05/2022;dev_premium;401-500
837;F;62;FAUX;FAUX;75k-100k;Commercial;Van;VRAI;4;17.0;Highly Urban/ Urban;22/04/2022;dev_express;201-300
838;M;67;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;7;18.0;Highly Urban/ Urban;24/01/2022;dev_integral;201-300
839;M;16;FAUX;FAUX;>125k;Private;Pickup;FAUX;0;9.0;Highly Urban/ Urban;23/02/2022;dev_premium;501-600
840;F;62;FAUX;FAUX;50k-75k;Commercial;Van;VRAI;4;1.0;Highly Urban/ Urban;22/05/2022;dev_premium;401-500
841;F;45;VRAI;VRAI;<25k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;17/03/2022;dev_vip;901-1000
842;F;12;FAUX;FAUX;75k-100k;Commercial;Panel Truck;VRAI;0;10.0;Highly Urban/ Urban;04/04/2022;dev_express;201-300
843;M;22;FAUX;FAUX;<25k;Private;Minivan;FAUX;4;4.0;z_Highly Rural/ Rural;01/05/2022;dev_integral;301-400
844;F;87;FAUX;VRAI;<25k;Commercial;Panel Truck;VRAI;4;6.0;Highly Urban/ Urban;02/05/2022;dev_integral;201-300
845;F;26;VRAI;VRAI;100k-125k;Commercial;Pickup;FAUX;0;7.0;z_Highly Rural/ Rural;28/03/2022;dev_integral;201-300
846;F;42;FAUX;FAUX;>125k;Commercial;Panel Truck;VRAI;1;12.0;Highly Urban/ Urban;19/05/2022;dev_integral;301-400
847;M;54;FAUX;FAUX;25k-50k;Private;Van;FAUX;0;6.0;Highly Urban/ Urban;14/05/2022;dev_express;201-300
848;F;81;FAUX;VRAI;>125k;Private;z_SUV;FAUX;0;13.0;Highly Urban/ Urban;06/05/2022;dev_premium;501-600
849;M;59;FAUX;FAUX;25k-50k;Commercial;Pickup;FAUX;2;10.0;Highly Urban/ Urban;25/04/2022;dev_premium;401-500
850;F;32;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;6;13.0;Highly Urban/ Urban;18/03/2022;dev_premium;401-500
851;F;38;FAUX;FAUX;>125k;Private;Minivan;FAUX;0;17.0;Highly Urban/ Urban;15/04/2022;dev_integral;301-400
852;F;68;FAUX;FAUX;>125k;Commercial;Pickup;FAUX;0;9.0;Highly Urban/ Urban;20/01/2022;dev_premium;401-500
853;F;14;FAUX;FAUX;;Commercial;z_SUV;FAUX;4;9.0;Highly Urban/ Urban;14/03/2022;dev_vip;701-800
854;M;90;FAUX;FAUX;50k-75k;Private;Sports Car;FAUX;3;12.0;Highly Urban/ Urban;08/01/2022;dev_express;201-300
855;F;77;FAUX;VRAI;<25k;Private;Sports Car;FAUX;0;6.0;Highly Urban/ Urban;21/04/2022;dev_integral;201-300
856;F;87;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;4;;Highly Urban/ Urban;19/02/2022;dev_premium;501-600
857;M;88;FAUX;VRAI;50k-75k;Commercial;Panel Truck;VRAI;2;8.0;Highly Urban/ Urban;04/04/2022;dev_integral;301-400
858;M;40;VRAI;VRAI;100k-125k;Private;z_SUV;FAUX;4;6.0;z_Highly Rural/ Rural;17/01/2022;dev_premium;301-400
859;F;41;FAUX;FAUX;>125k;Commercial;Panel Truck;FAUX;5;12.0;Highly Urban/ Urban;14/01/2022;dev_express;201-300
860;M;58;FAUX;FAUX;>125k;Commercial;Van;FAUX;4;13.0;Highly Urban/ Urban;01/02/2022;dev_integral;301-400
861;F;62;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;03/04/2022;dev_integral;301-400
862;F;63;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;5;15.0;z_Highly Rural/ Rural;25/02/2022;dev_integral;301-400
863;M;10;VRAI;VRAI;<25k;Private;z_SUV;FAUX;0;5.0;Highly Urban/ Urban;14/05/2022;dev_express;201-300
864;M;44;FAUX;FAUX;<25k;Private;Pickup;FAUX;2;1.0;Highly Urban/ Urban;01/02/2022;dev_express;201-300
865;F;7;FAUX;FAUX;>125k;Private;Minivan;VRAI;1;16.0;Highly Urban/ Urban;09/02/2022;dev_premium;401-500
866;M;80;FAUX;VRAI;50k-75k;Private;Pickup;VRAI;3;9.0;Highly Urban/ Urban;13/01/2022;dev_integral;301-400
867;M;51;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;0;8.0;Highly Urban/ Urban;14/05/2022;dev_express;201-300
868;F;55;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;3;;Highly Urban/ Urban;27/01/2022;dev_premium;401-500
869;M;48;FAUX;FAUX;50k-75k;Commercial;Van;FAUX;0;7.0;Highly Urban/ Urban;03/01/2022;dev_integral;301-400
870;M;82;FAUX;FAUX;<25k;Commercial;Pickup;FAUX;4;7.0;Highly Urban/ Urban;26/03/2022;dev_integral;301-400
871;F;90;FAUX;VRAI;25k-50k;Private;Minivan;FAUX;0;10.0;Highly Urban/ Urban;07/03/2022;dev_integral;301-400
872;M;63;FAUX;FAUX;<25k;Commercial;z_SUV;FAUX;0;7.0;Highly Urban/ Urban;01/03/2022;dev_integral;201-300
873;M;66;FAUX;FAUX;75k-100k;Commercial;z_SUV;VRAI;0;13.0;Highly Urban/ Urban;04/05/2022;dev_integral;301-400
874;F;10;FAUX;FAUX;50k-75k;Commercial;z_SUV;FAUX;0;12.0;Highly Urban/ Urban;04/02/2022;dev_express;201-300
875;M;88;FAUX;FAUX;25k-50k;Commercial;Pickup;VRAI;6;9.0;Highly Urban/ Urban;26/04/2022;dev_premium;301-400
876;F;54;FAUX;FAUX;75k-100k;Private;Minivan;FAUX;1;7.0;Highly Urban/ Urban;02/01/2022;dev_integral;301-400
877;M;60;FAUX;FAUX;>125k;Private;Minivan;FAUX;7;22.0;Highly Urban/ Urban;26/03/2022;dev_integral;301-400
878;M;54;FAUX;FAUX;<25k;Private;Van;VRAI;3;1.0;Highly Urban/ Urban;16/01/2022;dev_integral;301-400
879;F;81;FAUX;VRAI;50k-75k;Private;Sports Car;FAUX;0;;Highly Urban/ Urban;26/05/2022;dev_integral;301-400
880;M;87;FAUX;FAUX;50k-75k;Commercial;Pickup;VRAI;0;1.0;Highly Urban/ Urban;24/03/2022;dev_express;201-300
881;M;53;VRAI;VRAI;25k-50k;Private;Sports Car;FAUX;2;1.0;z_Highly Rural/ Rural;20/04/2022;dev_express;201-300
882;M;47;FAUX;FAUX;75k-100k;Private;Pickup;VRAI;0;9.0;Highly Urban/ Urban;11/05/2022;dev_integral;301-400
883;M;55;FAUX;FAUX;25k-50k;Commercial;Minivan;FAUX;0;10.0;Highly Urban/ Urban;13/01/2022;dev_express;201-300
884;F;52;FAUX;FAUX;75k-100k;Private;Minivan;VRAI;2;9.0;Highly Urban/ Urban;21/03/2022;dev_express;201-300
885;F;41;FAUX;FAUX;>125k;Private;Minivan;FAUX;0;11.0;z_Highly Rural/ Rural;18/01/2022;dev_express;201-300
886;F;67;FAUX;FAUX;50k-75k;Commercial;z_SUV;FAUX;1;1.0;Highly Urban/ Urban;13/04/2022;dev_express;201-300
887;F;76;FAUX;FAUX;;Commercial;Pickup;FAUX;0;15.0;Highly Urban/ Urban;24/04/2022;dev_express;201-300
888;M;62;FAUX;FAUX;<25k;Commercial;Pickup;FAUX;4;7.0;Highly Urban/ Urban;10/02/2022;dev_premium;501-600
889;F;73;FAUX;FAUX;<25k;Private;Minivan;VRAI;0;1.0;z_Highly Rural/ Rural;28/02/2022;dev_integral;201-300
890;M;66;FAUX;VRAI;<25k;Private;Pickup;FAUX;0;8.0;z_Highly Rural/ Rural;05/02/2022;dev_express;201-300
891;M;78;FAUX;FAUX;75k-100k;Private;Pickup;FAUX;1;9.0;Highly Urban/ Urban;27/03/2022;dev_express;201-300
892;F;36;FAUX;FAUX;;Private;z_SUV;FAUX;2;7.0;z_Highly Rural/ Rural;05/01/2022;dev_express;201-300
893;M;55;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;2;14.0;Highly Urban/ Urban;03/05/2022;dev_express;201-300
894;M;25;FAUX;FAUX;25k-50k;Commercial;z_SUV;VRAI;0;1.0;Highly Urban/ Urban;26/03/2022;dev_express;201-300
895;F;81;FAUX;FAUX;25k-50k;Commercial;Panel Truck;FAUX;1;15.0;Highly Urban/ Urban;31/01/2022;dev_express;201-300
896;F;63;FAUX;FAUX;100k-125k;Private;Minivan;FAUX;1;20.0;Highly Urban/ Urban;30/04/2022;dev_express;201-300
897;F;1;FAUX;VRAI;75k-100k;Commercial;Panel Truck;FAUX;0;13.0;Highly Urban/ Urban;04/02/2022;dev_premium;501-600
898;M;80;FAUX;VRAI;25k-50k;Private;Sports Car;FAUX;4;9.0;z_Highly Rural/ Rural;20/01/2022;dev_integral;301-400
899;F;59;FAUX;FAUX;100k-125k;Private;Minivan;VRAI;0;19.0;Highly Urban/ Urban;22/03/2022;dev_integral;301-400
900;M;72;FAUX;VRAI;<25k;Private;Sports Car;FAUX;0;13.0;Highly Urban/ Urban;31/05/2022;dev_premium;401-500
901;M;41;FAUX;FAUX;;Commercial;Sports Car;FAUX;4;1.0;Highly Urban/ Urban;05/01/2022;dev_integral;201-300
902;F;51;FAUX;VRAI;<25k;Private;Sports Car;VRAI;10;0.0;Highly Urban/ Urban;23/04/2022;dev_express;201-300
903;F;31;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;0;1.0;z_Highly Rural/ Rural;02/05/2022;dev_express;201-300
904;F;11;VRAI;VRAI;25k-50k;Commercial;Minivan;VRAI;0;10.0;Highly Urban/ Urban;11/04/2022;dev_integral;201-300
905;M;33;FAUX;FAUX;75k-100k;Private;z_SUV;FAUX;4;1.0;Highly Urban/ Urban;04/02/2022;dev_express;201-300
906;F;52;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;0;1.0;z_Highly Rural/ Rural;22/01/2022;dev_vip;701-800
907;M;40;FAUX;FAUX;75k-100k;Private;Minivan;VRAI;2;11.0;Highly Urban/ Urban;18/03/2022;dev_express;201-300
908;F;53;FAUX;VRAI;<25k;Private;Pickup;FAUX;0;6.0;Highly Urban/ Urban;08/02/2022;dev_integral;301-400
909;M;24;VRAI;VRAI;<25k;Commercial;z_SUV;FAUX;0;8.0;z_Highly Rural/ Rural;21/02/2022;dev_express;201-300
910;F;25;FAUX;FAUX;100k-125k;Commercial;Van;VRAI;2;;Highly Urban/ Urban;13/01/2022;dev_integral;301-400
911;F;29;VRAI;VRAI;50k-75k;Private;Pickup;VRAI;0;11.0;Highly Urban/ Urban;20/05/2022;dev_express;201-300
912;M;72;FAUX;VRAI;25k-50k;Commercial;Pickup;FAUX;2;1.0;Highly Urban/ Urban;19/02/2022;dev_express;201-300
913;F;14;FAUX;VRAI;50k-75k;Commercial;Pickup;VRAI;0;1.0;Highly Urban/ Urban;13/04/2022;dev_premium;501-600
914;F;52;FAUX;FAUX;50k-75k;Commercial;z_SUV;FAUX;0;8.0;z_Highly Rural/ Rural;25/03/2022;dev_integral;301-400
915;F;24;FAUX;FAUX;75k-100k;Private;Sports Car;FAUX;1;17.0;Highly Urban/ Urban;08/05/2022;dev_express;201-300
916;M;68;FAUX;VRAI;<25k;Commercial;z_SUV;FAUX;3;8.0;Highly Urban/ Urban;08/01/2022;dev_express;201-300
917;F;81;FAUX;FAUX;<25k;Commercial;Pickup;VRAI;2;1.0;z_Highly Rural/ Rural;20/02/2022;dev_integral;201-300
918;F;44;FAUX;FAUX;100k-125k;Commercial;Sports Car;FAUX;1;6.0;Highly Urban/ Urban;17/02/2022;dev_integral;301-400
919;M;52;FAUX;VRAI;50k-75k;Private;Minivan;FAUX;0;9.0;Highly Urban/ Urban;24/01/2022;dev_integral;301-400
920;F;76;VRAI;VRAI;50k-75k;Private;Sports Car;FAUX;4;14.0;Highly Urban/ Urban;23/05/2022;dev_integral;301-400
921;M;68;FAUX;FAUX;50k-75k;Commercial;z_SUV;FAUX;0;11.0;Highly Urban/ Urban;12/05/2022;dev_express;201-300
922;M;83;VRAI;VRAI;50k-75k;Private;z_SUV;FAUX;0;6.0;Highly Urban/ Urban;25/02/2022;dev_integral;201-300
923;F;60;VRAI;VRAI;<25k;Private;Minivan;VRAI;0;;Highly Urban/ Urban;20/05/2022;dev_express;201-300
924;F;73;FAUX;VRAI;>125k;Commercial;Panel Truck;VRAI;0;7.0;Highly Urban/ Urban;22/02/2022;dev_premium;301-400
925;F;22;VRAI;VRAI;25k-50k;Private;Minivan;VRAI;0;6.0;Highly Urban/ Urban;23/02/2022;dev_express;201-300
926;M;4;FAUX;VRAI;50k-75k;Private;z_SUV;FAUX;1;1.0;Highly Urban/ Urban;28/03/2022;dev_premium;501-600
927;F;51;FAUX;FAUX;<25k;Commercial;z_SUV;FAUX;0;7.0;z_Highly Rural/ Rural;02/05/2022;dev_express;201-300
928;F;55;FAUX;VRAI;<25k;Private;Sports Car;FAUX;6;4.0;Highly Urban/ Urban;20/03/2022;dev_integral;301-400
929;M;12;FAUX;VRAI;<25k;Commercial;z_SUV;FAUX;4;10.0;Highly Urban/ Urban;23/04/2022;dev_integral;301-400
930;M;76;FAUX;FAUX;75k-100k;Commercial;Minivan;VRAI;11;7.0;Highly Urban/ Urban;11/04/2022;dev_express;201-300
931;M;46;FAUX;FAUX;25k-50k;Commercial;Van;FAUX;1;12.0;Highly Urban/ Urban;23/04/2022;dev_premium;301-400
932;M;50;FAUX;FAUX;<25k;Commercial;Panel Truck;FAUX;0;1.0;z_Highly Rural/ Rural;13/04/2022;dev_express;201-300
933;M;8;FAUX;FAUX;50k-75k;Commercial;Pickup;VRAI;2;10.0;z_Highly Rural/ Rural;26/03/2022;dev_integral;201-300
934;F;49;FAUX;FAUX;75k-100k;Commercial;Panel Truck;VRAI;0;6.0;Highly Urban/ Urban;28/02/2022;dev_integral;201-300
935;F;72;FAUX;FAUX;>125k;Private;Minivan;FAUX;0;;Highly Urban/ Urban;18/03/2022;dev_integral;301-400
936;M;55;VRAI;VRAI;75k-100k;Commercial;Minivan;FAUX;4;1.0;Highly Urban/ Urban;17/02/2022;dev_express;201-300
937;M;78;FAUX;FAUX;50k-75k;Commercial;Minivan;FAUX;4;10.0;Highly Urban/ Urban;23/02/2022;dev_premium;301-400
938;F;73;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;0;;Highly Urban/ Urban;23/01/2022;dev_integral;201-300
939;M;25;FAUX;VRAI;<25k;Private;Minivan;VRAI;0;;Highly Urban/ Urban;03/05/2022;dev_integral;201-300
940;M;66;FAUX;FAUX;25k-50k;Private;Van;VRAI;1;12.0;Highly Urban/ Urban;17/01/2022;dev_premium;501-600
941;M;45;FAUX;FAUX;100k-125k;Commercial;z_SUV;FAUX;1;1.0;Highly Urban/ Urban;17/05/2022;dev_integral;301-400
942;F;14;VRAI;VRAI;100k-125k;Commercial;Panel Truck;VRAI;3;1.0;Highly Urban/ Urban;08/02/2022;dev_premium;401-500
943;M;55;FAUX;VRAI;25k-50k;Private;z_SUV;FAUX;0;8.0;Highly Urban/ Urban;06/01/2022;dev_express;201-300
944;F;63;FAUX;FAUX;>125k;Commercial;Pickup;FAUX;0;;Highly Urban/ Urban;18/03/2022;dev_express;201-300
945;F;89;FAUX;FAUX;50k-75k;Private;Sports Car;FAUX;4;8.0;Highly Urban/ Urban;20/04/2022;dev_express;201-300
946;F;4;FAUX;FAUX;50k-75k;Private;z_SUV;FAUX;6;16.0;Highly Urban/ Urban;05/01/2022;dev_integral;301-400
947;F;15;FAUX;VRAI;;Private;Minivan;VRAI;1;8.0;Highly Urban/ Urban;07/03/2022;dev_express;201-300
948;M;32;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;0;10.0;Highly Urban/ Urban;08/04/2022;dev_premium;401-500
949;F;66;FAUX;FAUX;>125k;Commercial;Panel Truck;FAUX;3;13.0;Highly Urban/ Urban;13/01/2022;dev_integral;301-400
950;M;50;FAUX;FAUX;100k-125k;Private;Minivan;VRAI;0;19.0;Highly Urban/ Urban;22/01/2022;dev_integral;201-300
951;M;70;VRAI;VRAI;100k-125k;Private;z_SUV;FAUX;1;11.0;Highly Urban/ Urban;13/05/2022;dev_premium;401-500
952;F;83;VRAI;VRAI;25k-50k;Private;z_SUV;FAUX;2;19.0;Highly Urban/ Urban;01/03/2022;dev_express;201-300
953;M;34;FAUX;FAUX;<25k;Private;Sports Car;FAUX;2;5.0;z_Highly Rural/ Rural;17/05/2022;dev_integral;301-400
954;M;76;FAUX;FAUX;>125k;Private;Minivan;FAUX;2;19.0;Highly Urban/ Urban;27/02/2022;dev_integral;301-400
955;M;2;FAUX;VRAI;<25k;Private;z_SUV;FAUX;2;8.0;Highly Urban/ Urban;14/01/2022;dev_express;201-300
956;M;38;VRAI;VRAI;<25k;Private;z_SUV;FAUX;4;11.0;z_Highly Rural/ Rural;12/04/2022;dev_vip;501-600
957;F;59;FAUX;FAUX;;Private;z_SUV;FAUX;0;12.0;Highly Urban/ Urban;03/04/2022;dev_integral;301-400
958;M;68;VRAI;VRAI;25k-50k;Commercial;Pickup;VRAI;0;7.0;Highly Urban/ Urban;15/02/2022;dev_premium;301-400
959;F;51;FAUX;FAUX;50k-75k;Commercial;Panel Truck;VRAI;0;15.0;Highly Urban/ Urban;21/04/2022;dev_express;201-300
960;M;16;FAUX;VRAI;<25k;Private;Sports Car;FAUX;0;1.0;z_Highly Rural/ Rural;13/04/2022;dev_premium;401-500
961;M;61;FAUX;FAUX;<25k;Commercial;Minivan;VRAI;2;8.0;Highly Urban/ Urban;11/02/2022;dev_premium;401-500
962;F;64;FAUX;FAUX;25k-50k;Commercial;Pickup;VRAI;6;1.0;Highly Urban/ Urban;13/02/2022;dev_premium;301-400
963;M;71;FAUX;FAUX;100k-125k;Private;z_SUV;FAUX;1;15.0;Highly Urban/ Urban;16/05/2022;dev_premium;301-400
964;F;55;VRAI;VRAI;>125k;Private;Minivan;FAUX;0;20.0;Highly Urban/ Urban;18/03/2022;dev_integral;301-400
965;F;67;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;5;;Highly Urban/ Urban;18/01/2022;dev_express;201-300
966;F;14;FAUX;FAUX;>125k;Commercial;Panel Truck;FAUX;1;12.0;Highly Urban/ Urban;23/05/2022;dev_express;201-300
967;M;70;FAUX;FAUX;>125k;Private;z_SUV;FAUX;0;16.0;Highly Urban/ Urban;16/03/2022;dev_express;201-300
968;M;16;FAUX;FAUX;>125k;Private;Sports Car;VRAI;0;;Highly Urban/ Urban;04/04/2022;dev_integral;301-400
969;M;46;FAUX;VRAI;25k-50k;Private;Sports Car;FAUX;0;1.0;Highly Urban/ Urban;31/03/2022;dev_integral;201-300
970;F;48;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;1;22.0;Highly Urban/ Urban;28/02/2022;dev_express;201-300
971;M;58;FAUX;FAUX;25k-50k;Private;Minivan;VRAI;0;1.0;z_Highly Rural/ Rural;16/04/2022;dev_premium;401-500
972;F;46;FAUX;FAUX;25k-50k;Private;z_SUV;FAUX;4;15.0;Highly Urban/ Urban;12/02/2022;dev_premium;401-500
973;M;49;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;13.0;z_Highly Rural/ Rural;29/01/2022;dev_express;201-300
974;F;51;FAUX;FAUX;<25k;Private;z_SUV;FAUX;0;1.0;Highly Urban/ Urban;30/04/2022;dev_express;201-300
975;F;74;FAUX;FAUX;75k-100k;Commercial;Van;FAUX;0;18.0;Highly Urban/ Urban;25/02/2022;dev_integral;301-400
976;M;14;FAUX;VRAI;25k-50k;Private;Pickup;VRAI;3;1.0;Highly Urban/ Urban;30/04/2022;dev_express;201-300
977;F;80;FAUX;FAUX;75k-100k;Private;Minivan;FAUX;2;17.0;Highly Urban/ Urban;25/02/2022;dev_express;201-300
978;F;54;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;1;1.0;z_Highly Rural/ Rural;06/05/2022;dev_integral;301-400
979;F;58;VRAI;VRAI;<25k;Private;Pickup;VRAI;2;1.0;Highly Urban/ Urban;16/03/2022;dev_integral;301-400
980;F;38;FAUX;FAUX;25k-50k;Private;Minivan;FAUX;0;7.0;Highly Urban/ Urban;06/04/2022;dev_integral;301-400
981;F;65;FAUX;FAUX;50k-75k;Private;Minivan;FAUX;5;13.0;Highly Urban/ Urban;06/03/2022;dev_integral;301-400
982;M;90;FAUX;FAUX;>125k;Private;Minivan;VRAI;0;16.0;Highly Urban/ Urban;04/03/2022;dev_express;201-300
983;F;70;FAUX;FAUX;50k-75k;Private;Sports Car;FAUX;0;10.0;Highly Urban/ Urban;06/05/2022;dev_express;201-300
984;F;14;FAUX;VRAI;50k-75k;Private;Pickup;FAUX;3;21.0;Highly Urban/ Urban;01/02/2022;dev_integral;301-400
985;M;61;FAUX;VRAI;100k-125k;Commercial;Panel Truck;FAUX;1;23.0;Highly Urban/ Urban;16/03/2022;dev_express;201-300
986;F;57;FAUX;FAUX;50k-75k;Commercial;Panel Truck;FAUX;2;8.0;Highly Urban/ Urban;13/03/2022;dev_premium;301-400
987;M;2;FAUX;FAUX;75k-100k;Commercial;Pickup;FAUX;0;1.0;Highly Urban/ Urban;16/04/2022;dev_integral;301-400
988;M;39;FAUX;FAUX;50k-75k;Commercial;Panel Truck;VRAI;3;1.0;Highly Urban/ Urban;05/03/2022;dev_express;201-300
